AT11,0.317851487,	
AT12,0.33151702,	
AT13,0.238424793,	
AT21,0.354554451,	
AT22,0.368191651,	
AT31,0.29659932,	
AT32,0.395510777,	
AT33,0.389083964,	
AT34,0.344492135,	
BE10,0.197462,	
BE21,0.256561867,	
BE22,0.29670985,	
BE23,0.19090964,	
BE24,0.188352666,	
BE25,0.174808294,	
BE31,0.151400573,	
BE32,0.270886654,	
BE33,0.341766366,	
BE34,0.513612293,	
BE35,0.286186812,	
BG31,0.345468156,	
BG32,0.301677972,	
BG33,0.306723997,	
BG34,0.377359247,	
BG41,0.463300242,	
BG42,0.466288355,	
CY00,0.290287365,	
CZ01,0.186679415,	
CZ02,0.230020715,	
CZ03,0.337918585,	
CZ04,0.3376564,	
CZ05,0.276018171,	
CZ06,0.241295854,	
CZ07,0.330240968,	
CZ08,0.32012506,	
DE11,0.371315225,	
DE12,0.582883138,	
DE13,0.586019962,	
DE14,0.413512571,	
DE21,0.399078729,	
DE22,0.387168758,	
DE23,0.577054745,	
DE24,0.556715459,	
DE25,0.508466408,	
DE26,0.527018818,	
DE27,0.417157132,	
DE30,0.280566327,	
DE40,0.47588312,	
DE50,0.343842972,	
DE60,0.310654724,	
DE71,0.593073187,	
DE72,0.478426118,	
DE73,0.445378073,	
DE80,0.378168778,	
DE91,0.444128681,	
DE92,0.420865647,	
DE93,0.386319157,	
DE94,0.31382845,	
DEA1,0.419184954,	
DEA2,0.592032276,	
DEA3,0.345860195,	
DEA4,0.58536668,	
DEA5,0.588825717,	
DEB1,0.555233265,	
DEB2,0.549406241,	
DEB3,0.452665283,	
DEC0,0.46746556,	
DED2,0.423911996,	
DED4,0.41495463,	
DED5,0.37819173,	
DEE0,0.402117617,	
DEF0,0.336245115,	
DEG0,0.385752536,	
DK01,0.302727501,	
DK02,0.231762618,	
DK03,0.213810276,	
DK04,0.230554652,	
DK05,0.242597727,	
EE00,0.371511191,	
ES11,0.379180767,	
ES12,0.465145918,	
ES13,0.464185049,	
ES21,0.421332419,	
ES22,0.362042589,	
