HU,6.660790388266704
IE,32.82878933912629
IT,25.45977810127357
AT,20.25793775992127
LT,11.03356761401364
BE,6.483839957880763
LU,35.58444353048769
BG,6.120425218318026
LV,24.56092235635415
CY,33.93746927747699
MT,9.015591512949957
NL,25.9730775210965
DE,23.49017794114067
PL,40.11925132553198
DK,53.61274631166564
HR,0.9056670319735898
PT,36.78583895881864
EE,22.03741192634337
RO,7.960539207350943
EL,11.85776547904735
SE,71.61042357352545
FR,0.9392457358100822
ES,23.07205050875626
SI,28.42526940375586
EU,22.1636459342119
SK,25.40816386706699
FI,66.30209202763906
UK,27.24927707537833
CZ,0.3775758294679935
